po_id,vendor_id,contract_id,department_id,po_date,line_description,total_amount,currency,status,requestor_name,approval_level
PO-01209,VEND-00107,,DEPT-015,2024-02-20,Laptop refresh batch,1000,USD,Received,Robin Park,Dept Head
PO-01210,VEND-00074,CTR-0024,DEPT-015,2026-03-12,Seat expansion QQ4,26500,USD,Closed,Luis Ortega,VP
PO-01211,VEND-00051,CTR-0076,DEPT-001,2023-04-17,Egress overage,4900,USD,Received,Devon Parker,Dept Head
PO-01212,VEND-00108,,DEPT-014,2023-11-23,Breakroom supplies,129000,USD,Closed,Jamie Chen,CFO
PO-01213,VEND-00190,CTR-0051,DEPT-005,2023-01-21,Compliance advisory,7700,USD,Open,Quinn Reyes,Dept Head
PO-01214,VEND-00155,,DEPT-013,2025-01-15,Breakroom supplies,5600,USD,Closed,Aditi Shah,Dept Head
PO-01215,VEND-00039,,DEPT-014,2024-07-29,Toll-free services,47000,USD,Open,Rafael Mendez,VP
PO-01216,VEND-00148,CTR-0068,DEPT-003,2024-01-06,Cleaning services month,8000,USD,Received,Quinn Reyes,Dept Head
PO-01217,VEND-00004,,DEPT-004,2025-11-02,Contracts review package,16000,USD,Closed,Claire Benoit,VP
PO-01218,VEND-00140,,DEPT-020,2025-08-01,Mobile fleet lines,5600,USD,Open,Derek Yoon,Dept Head
PO-01219,VEND-00047,CTR-0078,DEPT-014,2026-01-07,Implementation sprint,5300,USD,Received,Owen Marsh,Dept Head
PO-01220,VEND-00053,,DEPT-008,2025-02-23,Media buy,7200,USD,Cancelled,Claire Benoit,Dept Head
PO-01221,VEND-00147,CTR-0030,DEPT-001,2025-10-27,Datacenter hardware,6400,USD,Closed,Jamie Chen,Dept Head
PO-01222,VEND-00127,CTR-0055,DEPT-004,2024-10-01,Assessment phase,46000,USD,Received,Samira Okafor,VP
PO-01223,VEND-00013,,DEPT-007,2024-08-24,Platform support,42000,USD,Closed,Hana Kobayashi,VP
PO-01224,VEND-00197,,DEPT-007,2025-01-12,Toll-free services,3000,USD,Received,Harish Patel,Dept Head
PO-01225,VEND-00005,,DEPT-015,2024-09-01,Contract engineer placement,48000,USD,Received,Julia Hwang,VP
PO-01226,VEND-00035,CTR-0043,DEPT-018,2023-09-27,Laptop refresh batch,14500,USD,Open,Ingrid Voss,VP
PO-01227,VEND-00154,,DEPT-005,2024-12-13,Events travel block,600,USD,Closed,Julia Hwang,Dept Head
PO-01228,VEND-00175,,DEPT-004,2024-07-08,Monitors and peripherals,1700,USD,Open,Rafael Mendez,Dept Head
PO-01229,VEND-00047,,DEPT-010,2025-11-13,Advisory engagement,2900,USD,Closed,Cesar Ruiz,Dept Head
PO-01230,VEND-00174,,DEPT-005,2024-10-23,Assessment phase,6600,USD,Closed,Harish Patel,Dept Head
PO-01231,VEND-00110,,DEPT-001,2025-12-11,Freight LTL lane,16500,USD,Open,Quinn Reyes,VP
PO-01232,VEND-00101,,DEPT-008,2025-01-11,Reserved capacity,11500,USD,Closed,Luis Ortega,VP
PO-01233,VEND-00124,CTR-0035,DEPT-019,2025-06-11,Conference travel,3100,USD,Received,Lena Brooks,Dept Head
PO-01234,VEND-00107,,DEPT-008,2023-06-25,Laptop refresh batch,4600,USD,Cancelled,Julia Hwang,Dept Head
PO-01235,VEND-00071,,DEPT-017,2025-05-16,DR storage tier,32000,USD,Closed,Aditi Shah,VP
PO-01236,VEND-00158,,DEPT-002,2024-04-28,Last-mile delivery,18500,USD,Closed,Sasha Mwangi,VP
PO-01237,VEND-00121,,DEPT-020,2024-12-02,Add-on modules,43000,USD,Closed,Lena Brooks,VP
PO-01238,VEND-00091,,DEPT-001,2023-04-28,Advisory engagement,4700,USD,Closed,Tomas Kellerman,Dept Head
PO-01239,VEND-00035,CTR-0043,DEPT-020,2024-08-18,Monitors and peripherals,700,USD,Received,Samira Okafor,Dept Head
PO-01240,VEND-00102,,DEPT-018,2024-10-14,Laptop refresh batch,680000,USD,Closed,Naomi Weiss,CEO
PO-01241,VEND-00084,CTR-0041,DEPT-018,2024-12-10,Customs clearance,2100,USD,Closed,Ingrid Voss,Dept Head
PO-01242,VEND-00102,,DEPT-017,2023-08-26,Monitors and peripherals,6800,USD,Received,Claire Benoit,Dept Head
PO-01243,VEND-00004,CTR-0004,DEPT-005,2023-09-29,Litigation retainer,1700,USD,Closed,Robin Park,Dept Head
PO-01244,VEND-00026,,DEPT-002,2024-01-07,Advisory engagement,1000,USD,Closed,Peter Chen,Dept Head
PO-01245,VEND-00025,CTR-0067,DEPT-015,2023-08-23,Seat expansion QQ3,840000,USD,Received,Rafael Mendez,CEO
PO-01246,VEND-00051,CTR-0076,DEPT-016,2025-11-16,Monthly cloud consumption,1000,USD,Received,Aditi Shah,Dept Head
PO-01247,VEND-00094,CTR-0080,DEPT-004,2025-06-24,Landscaping,2800,USD,Received,Lena Brooks,Dept Head
PO-01248,VEND-00079,CTR-0077,DEPT-003,2025-07-05,Print consumables,225000,USD,Cancelled,Samira Okafor,CFO
PO-01249,VEND-00119,CTR-0049,DEPT-005,2024-01-12,Events travel block,7200,USD,Closed,Peter Chen,Dept Head
PO-01250,VEND-00014,CTR-0014,DEPT-003,2025-02-14,Monthly cloud consumption,8000,USD,Received,Quinn Reyes,Dept Head
PO-01251,VEND-00119,,DEPT-011,2024-08-02,Conference travel,14500,USD,Received,Derek Yoon,VP
PO-01252,VEND-00072,CTR-0069,DEPT-013,2024-09-26,Landscaping,43500,USD,Closed,Naomi Weiss,VP
PO-01253,VEND-00065,,DEPT-013,2024-04-12,Freight LTL lane,3400,USD,Cancelled,Jamie Chen,Dept Head
PO-01254,VEND-00076,,DEPT-013,2024-07-11,Litigation retainer,12000,USD,Closed,Ingrid Voss,VP
PO-01255,VEND-00159,,DEPT-013,2024-10-25,Last-mile delivery,8000,USD,Closed,Robin Park,Dept Head
PO-01256,VEND-00085,CTR-0079,DEPT-020,2023-05-20,Annual SKO travel,191000,USD,Open,Marco Alvarez,CFO
PO-01257,VEND-00194,CTR-0038,DEPT-019,2023-08-25,Corporate travel management fee,1500,USD,Received,Ingrid Voss,Dept Head
PO-01258,VEND-00142,,DEPT-001,2025-02-15,Annual SKO travel,47500,USD,Cancelled,Ingrid Voss,VP
PO-01259,VEND-00143,,DEPT-002,2023-12-22,Campaign retainer,43500,USD,Closed,Alex Rivera,VP
PO-01260,VEND-00038,,DEPT-014,2023-03-24,Events travel block,3300,USD,Received,Jamie Chen,Dept Head
PO-01261,VEND-00185,,DEPT-018,2026-02-07,Customs clearance,555000,USD,Closed,Owen Marsh,CEO
PO-01262,VEND-00042,,DEPT-014,2024-10-04,Campaign retainer,6700,USD,Closed,Tomas Kellerman,Dept Head
PO-01263,VEND-00047,CTR-0078,DEPT-002,2024-06-01,Process transformation SOW,6100,USD,Closed,Owen Marsh,Dept Head
PO-01264,VEND-00061,,DEPT-019,2023-08-25,MPLS circuits month,4100,USD,Closed,Alex Rivera,Dept Head
PO-01265,VEND-00001,CTR-0001,DEPT-015,2026-02-19,DR storage tier,198000,USD,Closed,Alex Rivera,CFO
PO-01266,VEND-00009,CTR-0009,DEPT-018,2023-01-07,Monitors and peripherals,2900,USD,Received,Ingrid Voss,Dept Head
PO-01267,VEND-00025,CTR-0067,DEPT-020,2025-03-20,Platform support,5800,USD,Closed,Rafael Mendez,Dept Head
PO-01268,VEND-00070,,DEPT-020,2024-01-10,Network installation,231000,USD,Closed,Quinn Reyes,CFO
PO-01269,VEND-00161,,DEPT-020,2026-01-30,Conference travel,4400,USD,Closed,Sasha Mwangi,Dept Head
PO-01270,VEND-00126,,DEPT-007,2023-03-09,Ergonomics,227000,USD,Closed,Aditi Shah,CFO
PO-01271,VEND-00053,,DEPT-020,2023-05-12,Brand refresh SOW,2600,USD,Open,Luis Ortega,Dept Head
PO-01272,VEND-00005,CTR-0005,DEPT-019,2025-09-21,Staff augmentation month,600,USD,Closed,Ingrid Voss,Dept Head
PO-01273,VEND-00111,,DEPT-013,2025-07-07,Process transformation SOW,5500,USD,Cancelled,Julia Hwang,Dept Head
PO-01274,VEND-00063,,DEPT-020,2023-06-07,Ergonomics,1700,USD,Closed,Naomi Weiss,Dept Head
PO-01275,VEND-00178,,DEPT-011,2023-01-15,Contracts review package,5200,USD,Closed,Alex Rivera,Dept Head
PO-01276,VEND-00166,,DEPT-006,2023-03-20,HVAC maintenance,2900,USD,Open,Peter Chen,Dept Head
PO-01277,VEND-00030,,DEPT-019,2024-09-13,HVAC maintenance,6100,USD,Closed,Lena Brooks,Dept Head
PO-01278,VEND-00190,,DEPT-003,2026-03-14,Compliance advisory,38500,USD,Closed,Peter Chen,VP
PO-01279,VEND-00148,CTR-0068,DEPT-012,2025-02-14,Landscaping,12000,USD,Closed,Claire Benoit,VP
PO-01280,VEND-00188,,DEPT-015,2023-07-06,Implementation sprint,3900,USD,Received,Derek Yoon,Dept Head
PO-01281,VEND-00073,,DEPT-007,2023-07-11,Reserved capacity,40500,USD,Received,Luis Ortega,VP
PO-01282,VEND-00099,,DEPT-005,2025-01-24,Security services,7000,USD,Closed,Devon Parker,Dept Head
PO-01283,VEND-00169,,DEPT-017,2025-02-21,DR storage tier,6200,USD,Received,Naomi Weiss,Dept Head
PO-01284,VEND-00149,CTR-0056,DEPT-013,2025-11-02,Landscaping,1000,USD,Closed,Priya Raman,Dept Head
PO-01285,VEND-00185,,DEPT-008,2023-05-06,Last-mile delivery,40500,USD,Received,Aditi Shah,VP
PO-01286,VEND-00043,,DEPT-012,2025-05-17,Mobile fleet lines,22500,USD,Received,Ingrid Voss,VP
PO-01287,VEND-00009,CTR-0009,DEPT-013,2023-05-08,Datacenter hardware,250000,USD,Cancelled,Hana Kobayashi,CEO
PO-01288,VEND-00004,CTR-0004,DEPT-020,2023-08-09,IP counsel hours,2200,USD,Closed,Samira Okafor,Dept Head
PO-01289,VEND-00064,,DEPT-001,2025-09-10,Monthly cloud consumption,3500,USD,Closed,Cesar Ruiz,Dept Head
PO-01290,VEND-00014,CTR-0014,DEPT-003,2023-01-26,Monthly cloud consumption,1900,USD,Received,Alex Rivera,Dept Head
PO-01291,VEND-00156,CTR-0054,DEPT-005,2023-03-06,Contracts review package,1600,USD,Open,Aditi Shah,Dept Head
PO-01292,VEND-00197,,DEPT-009,2023-08-26,Mobile fleet lines,243000,USD,Closed,Devon Parker,CFO
PO-01293,VEND-00051,,DEPT-011,2026-02-08,Reserved capacity,2500,USD,Closed,Derek Yoon,Dept Head
PO-01294,VEND-00107,,DEPT-006,2026-04-14,Datacenter hardware,5300,USD,Open,Cesar Ruiz,Dept Head
PO-01295,VEND-00107,,DEPT-011,2025-11-17,Networking gear,1200,USD,Closed,Priya Raman,Dept Head
PO-01296,VEND-00021,,DEPT-005,2024-03-25,Brand refresh SOW,3400,USD,Closed,Marco Alvarez,Dept Head
PO-01297,VEND-00098,,DEPT-018,2026-03-25,IP counsel hours,6100,USD,Cancelled,Samira Okafor,Dept Head
PO-01298,VEND-00167,CTR-0063,DEPT-013,2025-07-16,Network installation,244000,USD,Closed,Priya Raman,CFO
PO-01299,VEND-00078,,DEPT-019,2025-10-02,Events travel block,6400,USD,Closed,Derek Yoon,Dept Head
PO-01300,VEND-00146,,DEPT-020,2026-01-22,Contracts review package,28500,USD,Closed,Hana Kobayashi,VP
PO-01301,VEND-00124,CTR-0035,DEPT-017,2025-11-03,Events travel block,23500,USD,Received,Alex Rivera,VP
PO-01302,VEND-00005,CTR-0005,DEPT-002,2026-03-24,Specialist placement,1700,USD,Closed,Samira Okafor,Dept Head
PO-01303,VEND-00158,,DEPT-003,2025-01-04,Customs clearance,5900,USD,Closed,Priya Raman,Dept Head
PO-01304,VEND-00041,CTR-0021,DEPT-015,2024-10-20,Contract engineer placement,7500,USD,Received,Harish Patel,Dept Head
PO-01305,VEND-00008,CTR-0008,DEPT-009,2023-02-01,Quarterly office supplies replen,1400,USD,Cancelled,Harish Patel,Dept Head
PO-01306,VEND-00043,,DEPT-013,2023-10-10,MPLS circuits month,6300,USD,Closed,Jamie Chen,Dept Head
PO-01307,VEND-00093,,DEPT-015,2024-01-11,Landscaping,45000,USD,Received,Quinn Reyes,VP
PO-01308,VEND-00159,,DEPT-008,2026-04-02,Freight LTL lane,17000,USD,Closed,Marco Alvarez,VP
PO-01309,VEND-00138,CTR-0053,DEPT-020,2024-10-17,Events travel block,4600,USD,Closed,Rafael Mendez,Dept Head
PO-01310,VEND-00075,,DEPT-018,2023-03-13,Conference travel,35500,USD,Cancelled,Quinn Reyes,VP
PO-01311,VEND-00092,CTR-0029,DEPT-003,2025-05-21,Annual subscription renewal,7500,USD,Received,Cesar Ruiz,Dept Head
PO-01312,VEND-00123,,DEPT-018,2023-12-21,Security services,1000,USD,Received,Tomas Kellerman,Dept Head
PO-01313,VEND-00185,,DEPT-017,2024-05-15,Customs clearance,34500,USD,Closed,Ingrid Voss,VP
PO-01314,VEND-00035,,DEPT-019,2024-03-25,Datacenter hardware,530000,USD,Received,Julia Hwang,CEO
PO-01315,VEND-00087,,DEPT-016,2025-01-25,Contracts review package,5700,USD,Cancelled,Claire Benoit,Dept Head
PO-01316,VEND-00006,CTR-0006,DEPT-009,2024-12-21,Campaign retainer,5800,USD,Received,Samira Okafor,Dept Head
PO-01317,VEND-00015,,DEPT-002,2025-03-03,Campaign retainer,3500,USD,Closed,Tomas Kellerman,Dept Head
PO-01318,VEND-00099,,DEPT-006,2023-05-08,Cleaning services month,500,USD,Closed,Samira Okafor,Dept Head
PO-01319,VEND-00014,,DEPT-010,2024-11-09,Monthly cloud consumption,6600,USD,Closed,Cesar Ruiz,Dept Head
PO-01320,VEND-00152,,DEPT-008,2024-06-21,Mobile fleet lines,2800,USD,Closed,Samira Okafor,Dept Head
PO-01321,VEND-00089,CTR-0074,DEPT-017,2024-02-02,Events travel block,16000,USD,Received,Owen Marsh,VP
PO-01322,VEND-00012,,DEPT-018,2026-01-21,Conference travel,5000,USD,Received,Jamie Chen,Dept Head
PO-01323,VEND-00072,,DEPT-003,2023-01-23,Landscaping,7000,USD,Cancelled,Robin Park,Dept Head
PO-01324,VEND-00180,,DEPT-019,2023-09-05,Platform support,800,USD,Closed,Jamie Chen,Dept Head
PO-01325,VEND-00080,,DEPT-010,2025-01-28,Warehousing month,54000,USD,Closed,Julia Hwang,CFO
PO-01326,VEND-00013,CTR-0013,DEPT-004,2024-07-06,Annual subscription renewal,93000,USD,Closed,Julia Hwang,CFO
PO-01327,VEND-00080,,DEPT-002,2025-05-19,Customs clearance,7200,USD,Closed,Quinn Reyes,Dept Head
PO-01328,VEND-00144,,DEPT-002,2025-09-28,Advisory engagement,46500,USD,Closed,Claire Benoit,VP
PO-01329,VEND-00177,CTR-0027,DEPT-004,2023-05-20,Contracts review package,16000,USD,Received,Claire Benoit,VP
PO-01330,VEND-00132,,DEPT-004,2023-08-25,Breakroom supplies,7500,USD,Closed,Quinn Reyes,Dept Head
PO-01331,VEND-00009,CTR-0009,DEPT-002,2026-04-19,Datacenter hardware,2500,USD,Closed,Harish Patel,Dept Head
PO-01332,VEND-00178,,DEPT-019,2024-12-09,Litigation retainer,75000,USD,Closed,Owen Marsh,CFO
PO-01333,VEND-00035,CTR-0043,DEPT-018,2025-06-22,Networking gear,940000,USD,Open,Quinn Reyes,CEO
PO-01334,VEND-00059,,DEPT-008,2025-12-20,Platform support,6700,USD,Received,Julia Hwang,Dept Head
PO-01335,VEND-00068,,DEPT-019,2023-12-14,Temp-to-hire fee,34000,USD,Closed,Owen Marsh,VP
PO-01336,VEND-00062,CTR-0050,DEPT-005,2025-01-13,Datacenter hardware,7300,USD,Received,Hana Kobayashi,Dept Head
PO-01337,VEND-00024,,DEPT-006,2025-03-22,Platform support,1200,USD,Closed,Ingrid Voss,Dept Head
PO-01338,VEND-00183,,DEPT-006,2024-05-07,Print consumables,1300,USD,Received,Peter Chen,Dept Head
PO-01339,VEND-00136,,DEPT-005,2023-07-23,Advisory engagement,9500,USD,Closed,Owen Marsh,Dept Head
PO-01340,VEND-00052,,DEPT-004,2025-06-15,Reserved capacity,23000,USD,Closed,Julia Hwang,VP
PO-01341,VEND-00188,,DEPT-008,2025-06-09,Advisory engagement,43000,USD,Closed,Derek Yoon,VP
PO-01342,VEND-00175,,DEPT-019,2024-09-28,Datacenter hardware,144000,USD,Open,Jamie Chen,CFO
PO-01343,VEND-00012,CTR-0012,DEPT-009,2026-02-21,Events travel block,35000,USD,Received,Owen Marsh,VP
PO-01344,VEND-00018,,DEPT-017,2026-04-05,Staff augmentation month,5300,USD,Open,Sasha Mwangi,Dept Head
PO-01345,VEND-00125,,DEPT-006,2025-03-05,Advisory engagement,2200,USD,Cancelled,Tomas Kellerman,Dept Head
PO-01346,VEND-00084,,DEPT-008,2025-12-13,Customs clearance,2200,USD,Received,Cesar Ruiz,Dept Head
PO-01347,VEND-00020,,DEPT-001,2025-04-27,Platform support,7900,USD,Received,Aditi Shah,Dept Head
PO-01348,VEND-00111,,DEPT-014,2025-09-25,Process transformation SOW,260000,USD,Open,Aditi Shah,CEO
PO-01349,VEND-00174,,DEPT-020,2023-01-03,Advisory engagement,9500,USD,Closed,Ingrid Voss,Dept Head
PO-01350,VEND-00129,CTR-0073,DEPT-001,2025-04-26,Ergonomics,4100,USD,Closed,Owen Marsh,Dept Head
PO-01351,VEND-00103,,DEPT-015,2024-03-16,Conference travel,13000,USD,Received,Jamie Chen,VP
PO-01352,VEND-00129,CTR-0073,DEPT-017,2024-01-07,Ergonomics,28000,USD,Received,Harish Patel,VP
PO-01353,VEND-00089,CTR-0074,DEPT-007,2024-05-12,Annual SKO travel,2200,USD,Closed,Sasha Mwangi,Dept Head
PO-01354,VEND-00088,CTR-0060,DEPT-012,2025-09-15,Ergonomics,39000,USD,Closed,Claire Benoit,VP
PO-01355,VEND-00093,,DEPT-008,2025-12-04,Cleaning services month,4600,USD,Closed,Sasha Mwangi,Dept Head
PO-01356,VEND-00105,,DEPT-004,2023-04-25,Litigation retainer,187000,USD,Closed,Cesar Ruiz,CFO
PO-01357,VEND-00170,,DEPT-007,2025-11-01,Print consumables,6800,USD,Received,Quinn Reyes,Dept Head
PO-01358,VEND-00102,,DEPT-006,2024-04-11,Monitors and peripherals,5500,USD,Closed,Luis Ortega,Dept Head
PO-01359,VEND-00063,CTR-0042,DEPT-019,2023-09-11,Print consumables,5600,USD,Closed,Marco Alvarez,Dept Head
PO-01360,VEND-00070,,DEPT-017,2026-02-22,Network installation,2300,USD,Closed,Marco Alvarez,Dept Head
PO-01361,VEND-00162,CTR-0062,DEPT-019,2024-02-11,Monthly cloud consumption,1500,USD,Closed,Owen Marsh,Dept Head
PO-01362,VEND-00012,,DEPT-005,2024-07-02,Annual SKO travel,34500,USD,Closed,Lena Brooks,VP
PO-01363,VEND-00025,CTR-0067,DEPT-016,2025-08-18,Seat expansion QQ1,47500,USD,Closed,Julia Hwang,VP
PO-01364,VEND-00192,,DEPT-019,2025-11-04,Last-mile delivery,2200,USD,Received,Derek Yoon,Dept Head
PO-01365,VEND-00189,,DEPT-002,2023-08-03,Specialist placement,2400,USD,Closed,Luis Ortega,Dept Head
PO-01366,VEND-00093,,DEPT-019,2025-11-23,Cleaning services month,4900,USD,Closed,Aditi Shah,Dept Head
PO-01367,VEND-00038,,DEPT-019,2025-09-08,Annual SKO travel,43500,USD,Cancelled,Claire Benoit,VP
PO-01368,VEND-00139,,DEPT-003,2025-04-01,HVAC maintenance,31000,USD,Received,Harish Patel,VP
PO-01369,VEND-00005,CTR-0005,DEPT-001,2024-07-26,Temp-to-hire fee,700,USD,Received,Luis Ortega,Dept Head
PO-01370,VEND-00027,,DEPT-015,2023-09-17,Print consumables,26500,USD,Closed,Priya Raman,VP
PO-01371,VEND-00005,,DEPT-010,2024-01-30,Specialist placement,35500,USD,Closed,Aditi Shah,VP
PO-01372,VEND-00132,,DEPT-009,2025-01-25,Breakroom supplies,2500,USD,Closed,Peter Chen,Dept Head
PO-01373,VEND-00087,,DEPT-006,2024-12-11,Compliance advisory,4200,USD,Open,Julia Hwang,Dept Head
PO-01374,VEND-00112,,DEPT-012,2024-04-15,Process transformation SOW,45000,USD,Received,Tomas Kellerman,VP
PO-01375,VEND-00005,CTR-0005,DEPT-010,2023-12-18,Specialist placement,9000,USD,Received,Sasha Mwangi,Dept Head
PO-01376,VEND-00010,,DEPT-007,2024-02-10,Process transformation SOW,2500,USD,Received,Priya Raman,Dept Head
PO-01377,VEND-00024,CTR-0017,DEPT-014,2023-04-29,Seat expansion QQ3,86000,USD,Closed,Ingrid Voss,CFO
PO-01378,VEND-00052,,DEPT-013,2023-06-10,Monthly cloud consumption,101000,USD,Open,Hana Kobayashi,CFO
PO-01379,VEND-00033,,DEPT-015,2025-10-03,Litigation retainer,5400,USD,Closed,Ingrid Voss,Dept Head
PO-01380,VEND-00065,,DEPT-005,2025-09-14,Warehousing month,2600,USD,Open,Priya Raman,Dept Head
PO-01381,VEND-00018,,DEPT-012,2025-10-16,Temp-to-hire fee,152000,USD,Closed,Julia Hwang,CFO
PO-01382,VEND-00155,,DEPT-019,2025-12-23,Print consumables,21500,USD,Open,Julia Hwang,VP
PO-01383,VEND-00166,,DEPT-008,2023-04-07,Security services,4500,USD,Closed,Alex Rivera,Dept Head
PO-01384,VEND-00024,CTR-0017,DEPT-001,2023-03-17,Add-on modules,116000,USD,Cancelled,Rafael Mendez,CFO
PO-01385,VEND-00117,,DEPT-017,2023-04-16,Seat expansion QQ1,29500,USD,Received,Tomas Kellerman,VP
PO-01386,VEND-00173,CTR-0072,DEPT-019,2023-06-15,Ergonomics,47500,USD,Open,Quinn Reyes,VP
PO-01387,VEND-00198,,DEPT-014,2025-08-05,Customs clearance,4100,USD,Closed,Naomi Weiss,Dept Head
PO-01388,VEND-00075,,DEPT-016,2025-12-11,Annual SKO travel,3400,USD,Received,Quinn Reyes,Dept Head
PO-01389,VEND-00101,,DEPT-001,2025-07-04,Egress overage,800,USD,Received,Owen Marsh,Dept Head
PO-01390,VEND-00151,CTR-0070,DEPT-010,2023-02-13,IP counsel hours,4200,USD,Closed,Derek Yoon,Dept Head
PO-01391,VEND-00087,,DEPT-001,2024-02-26,IP counsel hours,1100,USD,Open,Robin Park,Dept Head
PO-01392,VEND-00010,CTR-0010,DEPT-018,2024-04-21,Implementation sprint,7900,USD,Closed,Peter Chen,Dept Head
PO-01393,VEND-00029,,DEPT-004,2023-10-23,Implementation sprint,1800,USD,Closed,Hana Kobayashi,Dept Head
PO-01394,VEND-00142,CTR-0044,DEPT-020,2024-01-29,Conference travel,1700,USD,Closed,Samira Okafor,Dept Head
PO-01395,VEND-00193,,DEPT-019,2023-12-06,Landscaping,229000,USD,Open,Lena Brooks,CFO
PO-01396,VEND-00004,,DEPT-019,2023-07-05,IP counsel hours,6200,USD,Received,Tomas Kellerman,Dept Head
PO-01397,VEND-00157,,DEPT-018,2024-02-07,Compliance advisory,520000,USD,Open,Claire Benoit,CEO
PO-01398,VEND-00114,,DEPT-001,2026-04-11,Corporate travel management fee,5700,USD,Closed,Robin Park,Dept Head
PO-01399,VEND-00080,,DEPT-015,2025-02-04,Customs clearance,35000,USD,Open,Cesar Ruiz,VP
PO-01400,VEND-00122,,DEPT-015,2024-07-07,Contracts review package,5000,USD,Closed,Tomas Kellerman,Dept Head
PO-01401,VEND-00115,CTR-0036,DEPT-012,2025-03-15,Mobile fleet lines,163000,USD,Closed,Cesar Ruiz,CFO
PO-01402,VEND-00032,CTR-0045,DEPT-004,2025-06-24,Staff augmentation month,3200,USD,Received,Derek Yoon,Dept Head
PO-01403,VEND-00152,,DEPT-010,2024-10-29,Mobile fleet lines,520000,USD,Open,Claire Benoit,CEO
PO-01404,VEND-00056,,DEPT-010,2023-11-04,Annual subscription renewal,10000,USD,Open,Julia Hwang,VP
PO-01405,VEND-00162,,DEPT-007,2025-11-24,Egress overage,35000,USD,Received,Derek Yoon,VP
PO-01406,VEND-00011,,DEPT-007,2023-08-21,HVAC maintenance,199000,USD,Received,Ingrid Voss,CFO
PO-01407,VEND-00058,,DEPT-014,2024-04-28,Implementation sprint,46000,USD,Closed,Quinn Reyes,VP
PO-01408,VEND-00107,,DEPT-016,2026-02-07,Laptop refresh batch,3300,USD,Received,Ingrid Voss,Dept Head
PO-01409,VEND-00095,,DEPT-017,2024-04-27,Datacenter hardware,900,USD,Closed,Aditi Shah,Dept Head
PO-01410,VEND-00053,,DEPT-008,2025-04-13,Creative production,9500,USD,Open,Luis Ortega,Dept Head
PO-01411,VEND-00147,CTR-0030,DEPT-020,2025-01-11,Monitors and peripherals,4000,USD,Closed,Julia Hwang,Dept Head
PO-01412,VEND-00074,CTR-0024,DEPT-002,2024-04-10,Platform support,20500,USD,Open,Hana Kobayashi,VP
PO-01413,VEND-00071,,DEPT-003,2024-09-29,DR storage tier,208000,USD,Closed,Derek Yoon,CFO
PO-01414,VEND-00188,,DEPT-007,2023-01-17,Advisory engagement,6200,USD,Received,Marco Alvarez,Dept Head
PO-01415,VEND-00179,,DEPT-020,2025-06-30,Customs clearance,99000,USD,Closed,Luis Ortega,CFO
PO-01416,VEND-00036,,DEPT-019,2026-03-29,HVAC maintenance,2500,USD,Closed,Hana Kobayashi,Dept Head
PO-01417,VEND-00025,CTR-0067,DEPT-005,2023-05-10,Platform support,40500,USD,Received,Rafael Mendez,VP
PO-01418,VEND-00142,,DEPT-003,2025-12-14,Corporate travel management fee,16000,USD,Open,Aditi Shah,VP
PO-01419,VEND-00173,,DEPT-010,2023-01-14,Print consumables,3500,USD,Received,Devon Parker,Dept Head
PO-01420,VEND-00142,,DEPT-015,2025-09-24,Events travel block,2400,USD,Received,Rafael Mendez,Dept Head
PO-01421,VEND-00040,,DEPT-010,2024-06-28,Reserved capacity,233000,USD,Received,Samira Okafor,CFO
PO-01422,VEND-00176,CTR-0025,DEPT-018,2024-09-17,DR storage tier,17500,USD,Closed,Owen Marsh,VP
PO-01423,VEND-00196,,DEPT-017,2024-03-14,Freight LTL lane,15000,USD,Closed,Alex Rivera,VP
PO-01424,VEND-00067,,DEPT-017,2023-12-05,Datacenter hardware,8500,USD,Received,Quinn Reyes,Dept Head
PO-01425,VEND-00006,,DEPT-007,2023-03-09,Creative production,315000,USD,Received,Marco Alvarez,CEO
